run_timestamp,position_mm,delta_mm,sensor,chip,threshold,threshold_reg,counter_index,vth_bl,dac,integration_requested_s,measured_time_s,count_initial,count_final,hits,hits_per_s,status,analysis_mode,note
2026-05-21T11:23:22,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,243,20.000,20.700,8875852,8875862,10,0.500000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:23:22,88.3,39.0,sensor2_serial,1,0,4,0,120,243,20.000,20.700,6543292,6555955,12663,633.150000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:23:45,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,242,20.000,20.741,8875863,8875874,11,0.550000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:23:45,88.3,39.0,sensor2_serial,1,0,4,0,120,242,20.000,20.741,6555982,6556789,807,40.350000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:24:08,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,241,20.000,20.735,8875874,8875884,10,0.500000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:24:08,88.3,39.0,sensor2_serial,1,0,4,0,120,241,20.000,20.735,6560522,6560819,297,14.850000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:24:31,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,240,20.000,20.732,8875884,8875887,3,0.150000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:24:31,88.3,39.0,sensor2_serial,1,0,4,0,120,240,20.000,20.732,6562882,6563006,124,6.200000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:24:54,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,239,20.000,20.769,8875888,8875889,1,0.050000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:24:54,88.3,39.0,sensor2_serial,1,0,4,0,120,239,20.000,20.769,6563472,6563534,62,3.100000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:25:16,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,255,20.000,20.743,9324082,16359626,7035544,351777.200000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:25:16,88.3,39.0,sensor2_serial,1,1,5,1,120,255,20.000,20.743,14667782,16187910,1520128,76006.400000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:25:39,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,254,20.000,20.756,154283,5088222,4933939,246696.950000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:25:39,88.3,39.0,sensor2_serial,1,1,5,1,120,254,20.000,20.756,16327118,1032188,1482286,74114.300000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
